"","Month","Tavg","B1T2_month_Tmin$Tmin","B1T2_month_Tmax$Tmax","B1T2_month_ppt$ppt"
"1","06",12.7017892215809,5.66861111111111,20.57,0.247473611111111
"2","07",16.9351446136997,8.615,26.3725806451613,0.261231944444444
"3","08",12.9931994225408,6.7989605734767,20.4674372759857,0.217840277777778
"4","09",8.21138695987654,2.68748148148148,15.6382407407407,0.274813888888889
"5","10",3.55541370425485,-0.668333333333333,10.2654861111111,0.0250472222222222
