#,"Date Time, GMT-07:00","Wind Direction, ø (LGR S/N: 10538076, SEN S/N: 10515877)","Voltage, V (LGR S/N: 10538076, SEN S/N: 10519786)","Current, mA (LGR S/N: 10538076, SEN S/N: 10519786)","Temp, °F (LGR S/N: 10538076, SEN S/N: 10540370)","RH, % (LGR S/N: 10538076, SEN S/N: 10540370)"
1,6/3/2021 9:16,12.6,2.8695,0,61.162,58.5
2,6/3/2021 9:26,256.9,2.6911,0,61.248,58.4
3,6/3/2021 9:36,255.5,2.7676,0,62.105,58.8
4,6/3/2021 9:46,262.5,2.7421,0,63.048,57.1
5,6/3/2021 9:56,262.5,2.7982,0,64.074,53.7
6,6/3/2021 10:06,282.2,2.6555,0,65.017,49.8
7,6/3/2021 10:16,244.3,2.5841,0,66.214,47.2
8,6/3/2021 10:26,271,2.6555,0,65.872,46.5
9,6/3/2021 10:36,192.3,2.6707,0,67.242,47.1
10,6/3/2021 10:46,199.4,2.7166,0,67.757,46.9
11,6/3/2021 10:56,94.1,2.6758,0,66.558,46.9
12,6/3/2021 11:06,227.4,2.7013,0,66.472,47.2
13,6/3/2021 11:16,174.1,2.7523,0,67.798,46.7
14,6/3/2021 11:26,200.8,2.7217,0,67.627,45.5
15,6/3/2021 11:36,16.8,2.7727,0,68.013,45
16,6/3/2021 11:46,132,2.7727,0,69.256,42.7
17,6/3/2021 11:56,136.2,2.7625,0,69.343,41.5
18,6/3/2021 12:06,109.5,2.7727,0,69.858,40.7
19,6/3/2021 12:16,130.6,2.8033,0,70.846,39.1
20,6/3/2021 12:26,220.4,2.7778,0,69.685,37.4
21,6/3/2021 12:36,108.1,2.7778,0,70.372,38.3
22,6/3/2021 12:46,241.5,2.7217,0,70.543,38.3
23,6/3/2021 12:56,320.1,2.737,0,69.427,39
24,6/3/2021 13:06,110.9,2.788,0,69.728,40.1
25,6/3/2021 13:16,248.5,2.7931,0,68.227,41.2
26,6/3/2021 13:26,200.8,2.788,0,67.757,42
27,6/3/2021 13:36,57.6,2.7931,0,67.114,41.6
28,6/3/2021 13:46,12.6,2.7829,0,68.571,42.8
29,6/3/2021 13:56,9.8,2.7778,0,70.502,41.5
30,6/3/2021 14:06,33.7,2.7829,0,72.351,38.9
31,6/3/2021 14:16,153,2.7676,0,73.213,36.8
32,6/3/2021 14:26,179.7,2.7829,0,72.264,36.4
33,6/3/2021 14:36,165.7,2.788,0,72.61,38.3
34,6/3/2021 14:46,178.3,2.7931,0,71.577,37.8
35,6/3/2021 14:56,178.3,2.7982,0,69.771,39.3
36,6/3/2021 15:06,148.8,2.788,0,67.671,41
37,6/3/2021 15:16,84.2,2.7676,0,66.985,43.4
38,6/3/2021 15:26,310.3,2.7829,0,67.757,44.6
39,6/3/2021 15:36,273.8,2.7778,0,70.63,42.4
40,6/3/2021 15:46,112.3,2.788,0,69.386,41.9
41,6/3/2021 15:56,320.1,2.7829,0,68.828,42.1
42,6/3/2021 16:06,318.7,2.7778,0,68.527,42.2
43,6/3/2021 16:16,299,2.7778,0,66.943,43.1
44,6/3/2021 16:26,355.2,2.7829,0,65.487,45.8
45,6/3/2021 16:36,36.5,2.7778,0,64.288,46.7
46,6/3/2021 16:46,39.3,2.7778,0,64.204,48.2
47,6/3/2021 16:56,39.3,2.7727,0,63.99,47.4
48,6/3/2021 17:06,39.3,2.7625,0,63.732,48.7
49,6/3/2021 17:16,39.3,2.7676,0,63.475,49.4
50,6/3/2021 17:26,39.3,2.7523,0,63.347,49.5
51,6/3/2021 17:36,39.3,2.7574,0,62.834,49.8
52,6/3/2021 17:46,39.3,2.7574,0,62.362,50.4
53,6/3/2021 17:56,39.3,2.7829,0,62.191,50.8
54,6/3/2021 18:06,39.3,2.7727,0,61.934,49.6
55,6/3/2021 18:16,39.3,2.7727,0,61.462,51.8
56,6/3/2021 18:26,39.3,2.8491,0,60.991,52.5
57,6/3/2021 18:36,39.3,2.8491,0,60.818,53.5
58,6/3/2021 18:46,39.3,2.7523,0,60.132,55
59,6/3/2021 18:56,39.3,2.7472,0,59.916,55.6
60,6/3/2021 19:06,39.3,2.6096,0,60.003,55.7
61,6/3/2021 19:16,39.3,2.737,0,60.346,55.6
62,6/3/2021 19:26,39.3,2.7166,0,60.132,55.9
63,6/3/2021 19:36,39.3,2.7319,0,59.702,55.6
64,6/3/2021 19:46,40.7,2.7319,0,59.229,55.4
65,6/3/2021 19:56,143.2,2.7829,0,58.755,55.6
66,6/3/2021 20:06,143.2,2.7472,0,57.85,58.7
67,6/3/2021 20:16,143.2,2.7829,0,57.592,58.9
68,6/3/2021 20:26,143.2,2.7625,0,57.333,58.2
69,6/3/2021 20:36,43.5,2.7625,0,56.512,59.4
70,6/3/2021 20:46,25.3,2.7676,0,55.949,60.2
71,6/3/2021 20:56,25.3,2.7574,0,55.863,60.3
72,6/3/2021 21:06,88.4,2.7931,0,55.602,59.7
73,6/3/2021 21:16,92.7,2.7829,0,54.82,60.8
74,6/3/2021 21:26,92.7,2.6198,0,53.776,62.7
75,6/3/2021 21:36,92.7,2.6911,0,54.082,63
76,6/3/2021 21:46,92.7,2.6809,0,54.387,61
77,6/3/2021 21:56,92.7,2.6707,0,53.515,61.8
78,6/3/2021 22:06,92.7,2.6402,0,52.992,63.1
79,6/3/2021 22:16,92.7,2.6707,0,51.721,65.1
80,6/3/2021 22:26,91.3,2.7523,0,50.488,68
81,6/3/2021 22:36,91.3,2.6656,0,49.782,69.6
82,6/3/2021 22:46,91.3,2.7217,0,49.428,70.3
83,6/3/2021 22:56,91.3,2.6656,0,48.717,71.3
84,6/3/2021 23:06,91.3,2.6911,0,48.137,72.5
85,6/3/2021 23:16,91.3,2.63,0,47.467,73.8
86,6/3/2021 23:26,91.3,2.6045,0,47.691,74
87,6/3/2021 23:36,91.3,2.8389,0,47.691,72.9
88,6/3/2021 23:46,91.3,2.844,0,47.334,72.4
89,6/3/2021 23:56,91.3,2.8338,0,47.154,72.1
90,6/4/2021 0:06,91.3,2.8338,0,46.886,72
91,6/4/2021 0:16,91.3,2.8746,0,46.481,72.7
92,6/4/2021 0:26,91.3,2.7064,0,46.211,73.6
93,6/4/2021 0:36,91.3,2.5586,0,47.647,72
94,6/4/2021 0:46,91.3,2.7268,0,48.538,70.2
95,6/4/2021 0:56,91.3,2.7115,0,49.87,68.8
96,6/4/2021 1:06,91.3,2.7421,0,49.116,67.8
97,6/4/2021 1:16,73,2.8135,0,48.717,68.2
98,6/4/2021 1:26,68.8,2.7319,0,48.762,68.9
99,6/4/2021 1:36,68.8,2.8033,0,48.137,69.9
100,6/4/2021 1:46,56.2,2.788,0,48.227,71.3
101,6/4/2021 1:56,0,2.6402,0,48.227,71.4
102,6/4/2021 2:06,0,2.5892,0,48.137,71.7
103,6/4/2021 2:16,0,2.6962,0,48.272,72.9
104,6/4/2021 2:26,8.4,2.686,0,48.315,73.4
105,6/4/2021 2:36,18.3,2.7676,0,48.227,73
106,6/4/2021 2:46,26.7,2.7778,0,48.182,71.2
107,6/4/2021 2:56,46.3,2.7727,0,48.094,70.7
108,6/4/2021 3:06,92.7,2.8542,0,48.049,70.2
109,6/4/2021 3:16,81.4,2.8746,0,48.094,67.5
110,6/4/2021 3:26,106.7,2.6606,0,47.422,65.9
111,6/4/2021 3:36,172.7,2.7013,0,47.154,59.8
112,6/4/2021 3:46,172.7,2.6962,0,44.809,64.8
113,6/4/2021 3:56,150.2,2.6911,0,45.307,65.2
114,6/4/2021 4:06,315.9,2.686,0,46.974,57.7
115,6/4/2021 4:16,82.8,2.6453,0,46.931,54.6
116,6/4/2021 4:26,290.6,2.6249,0,47.736,52.6
117,6/4/2021 4:36,96.9,2.6707,0,47.064,56.9
118,6/4/2021 4:46,102.5,2.6758,0,46.841,62.4
119,6/4/2021 4:56,185.3,2.7064,0,46.346,62.4
120,6/4/2021 5:06,186.7,2.7727,0,45.851,64
121,6/4/2021 5:16,189.5,2.7625,0,46.211,64.5
122,6/4/2021 5:26,244.3,2.7421,0,46.166,64.9
123,6/4/2021 5:36,168.5,2.7268,0,45.761,65.8
124,6/4/2021 5:46,36.5,2.686,0,45.851,66
125,6/4/2021 5:56,299,2.7523,0,45.534,67.1
126,6/4/2021 6:06,78.6,2.7013,0,45.761,68.1
127,6/4/2021 6:16,80,2.7421,0,45.941,66.2
128,6/4/2021 6:26,137.6,2.737,0,46.076,66.9
129,6/4/2021 6:36,68.8,2.7268,0,46.301,69
130,6/4/2021 6:46,301.8,2.737,0,46.841,68.6
131,6/4/2021 6:56,355.2,2.7778,0,47.019,67.3
132,6/4/2021 7:06,345.4,2.7982,0,47.602,66.1
133,6/4/2021 7:16,345.4,2.8542,0,47.512,67.1
134,6/4/2021 7:26,346.8,2.8746,0,47.826,68.2
135,6/4/2021 7:36,346.8,2.8848,0,47.691,70.7
136,6/4/2021 7:46,346.8,2.8746,0,48.493,69.5
137,6/4/2021 7:56,346.8,2.8746,0,48.895,69.4
138,6/4/2021 8:06,67.4,2.8695,0,49.204,67.6
139,6/4/2021 8:16,85.6,2.8593,0,50.135,66.7
140,6/4/2021 8:26,81.4,2.8746,0,50.4,63.9
141,6/4/2021 8:36,81.4,2.8389,0,51.37,63.6
142,6/4/2021 8:46,81.4,2.844,0,52.423,61.5
143,6/4/2021 8:56,2.8,2.8542,0,53.078,60
144,6/4/2021 9:06,355.2,2.9103,0,53.994,57.8
145,6/4/2021 9:16,355.2,2.9103,0,54.604,53.7
146,6/4/2021 9:26,355.2,2.9052,0,55.906,52.9
147,6/4/2021 9:36,355.2,2.7982,0,56.122,51.3
148,6/4/2021 9:46,4.2,2.7625,0,57.636,51.4
149,6/4/2021 9:56,146,2.7727,0,57.333,48
150,6/4/2021 10:06,151.6,2.7778,0,57.636,48.4
151,6/4/2021 10:16,153,2.7982,0,59.83,47.7
152,6/4/2021 10:26,155.8,2.8644,0,59.788,45.9
153,6/4/2021 10:36,186.7,2.8695,0,60.089,44.1
154,6/4/2021 10:46,196.5,2.8746,0,59.959,43.8
155,6/4/2021 10:56,162.9,2.9052,0,60.474,43.6
156,6/4/2021 11:06,80,2.8797,0,61.59,43.4
157,6/4/2021 11:16,296.2,2.9307,0,62.319,42.7
158,6/4/2021 11:26,193.7,2.9307,0,62.62,42.2
159,6/4/2021 11:36,181.1,2.8644,0,61.462,41.3
160,6/4/2021 11:46,92.7,2.9358,0,60.69,41.9
161,6/4/2021 11:56,66,2.9358,0,60.474,43.9
162,6/4/2021 12:06,147.4,2.9358,0,63.775,42
163,6/4/2021 12:16,193.7,2.9256,0,63.219,40.3
164,6/4/2021 12:26,203.6,2.9256,0,64.375,40.4
165,6/4/2021 12:36,157.2,2.9103,0,65.403,39.6
166,6/4/2021 12:46,153,2.9256,0,64.931,38.8
167,6/4/2021 12:56,293.4,2.9154,0,62.148,37
168,6/4/2021 13:06,228.8,2.9154,0,64.459,37.8
169,6/4/2021 13:16,185.3,2.9103,0,63.219,36.8
170,6/4/2021 13:26,186.7,2.9103,0,64.803,38
171,6/4/2021 13:36,160,2.8135,0,64.717,37
172,6/4/2021 13:46,205,2.9256,0,66.385,36.6
173,6/4/2021 13:56,209.2,2.9001,0,63.819,34.9
174,6/4/2021 14:06,154.4,2.844,0,64.288,37.1
175,6/4/2021 14:16,342.6,2.8593,0,61.59,37.8
176,6/4/2021 14:26,318.7,2.7013,0,62.661,39.6
177,6/4/2021 14:36,231.6,2.7676,0,64.418,35.9
178,6/4/2021 14:46,321.5,2.7727,0,64.974,32.8
179,6/4/2021 14:56,161.5,2.7931,0,65.487,32.8
180,6/4/2021 15:06,324.3,2.7829,0,66.214,30.8
181,6/4/2021 15:16,238.7,2.8186,0,66.6,28.8
182,6/4/2021 15:26,221.8,2.7625,0,64.033,30.5
183,6/4/2021 15:36,290.6,2.7982,0,61.891,30.3
184,6/4/2021 15:46,278,2.7727,0,60.303,34.1
185,6/4/2021 15:56,15.4,2.8338,0,60.003,34.1
186,6/4/2021 16:06,14,2.844,0,61.419,33.7
187,6/4/2021 16:16,176.9,2.8338,0,61.72,33.2
188,6/4/2021 16:26,209.2,2.895,0,63.09,34.8
189,6/4/2021 16:36,234.5,2.9052,0,61.677,34.4
190,6/4/2021 16:46,289.2,2.9154,0,61.419,35.6
191,6/4/2021 16:56,8.4,2.9205,0,61.633,35.8
192,6/4/2021 17:06,124.9,2.9256,0,61.72,35.5
193,6/4/2021 17:16,352.4,2.9358,0,61.162,35.7
194,6/4/2021 17:26,328.5,2.9358,0,60.861,37.2
195,6/4/2021 17:36,355.2,2.9358,0,59.401,37.3
196,6/4/2021 17:46,63.2,2.9358,0,58.368,39
197,6/4/2021 17:56,266.7,2.9358,0,55.992,41.2
198,6/4/2021 18:06,23.9,2.9358,0,54.037,43.3
199,6/4/2021 18:16,91.3,2.9256,0,53.515,46.1
200,6/4/2021 18:26,102.5,2.9205,0,53.253,46.8
201,6/4/2021 18:36,59,2.9307,0,52.903,47.7
202,6/4/2021 18:46,33.7,2.9358,0,52.509,48.4
203,6/4/2021 18:56,332.7,2.9358,0,52.16,49.1
204,6/4/2021 19:06,352.4,2.9358,0,51.852,50.6
205,6/4/2021 19:16,42.1,2.9256,0,51.721,52.2
206,6/4/2021 19:26,23.9,2.9358,0,51.105,52
207,6/4/2021 19:36,103.9,2.8899,0,50.664,53.4
208,6/4/2021 19:46,75.8,2.9307,0,50.268,53.6
209,6/4/2021 19:56,355.2,2.9358,0,49.825,54.3
210,6/4/2021 20:06,78.6,2.8695,0,49.338,56.2
211,6/4/2021 20:16,137.6,2.9256,0,48.538,57.1
212,6/4/2021 20:26,87,2.9154,0,47.826,58.6
213,6/4/2021 20:36,99.7,2.7523,0,47.064,59.6
214,6/4/2021 20:46,150.2,2.8899,0,46.346,61.3
215,6/4/2021 20:56,134.8,2.9154,0,45.714,63.2
216,6/4/2021 21:06,155.8,2.7013,0,45.262,63.9
217,6/4/2021 21:16,168.5,2.7319,0,44.582,65.1
218,6/4/2021 21:26,126.4,2.5229,0,44.218,66.1
219,6/4/2021 21:36,29.5,2.6249,0,44.173,66.5
220,6/4/2021 21:46,19.7,2.63,0,43.853,67.2
221,6/4/2021 21:56,28.1,2.6402,0,43.716,66.6
222,6/4/2021 22:06,285,2.5688,0,43.579,65.9
223,6/4/2021 22:16,64.6,2.7778,0,43.624,65.9
224,6/4/2021 22:26,78.6,2.8084,0,43.259,66
225,6/4/2021 22:36,78.6,2.8542,0,42.8,67.3
226,6/4/2021 22:46,49.1,2.8491,0,42.478,68.5
227,6/4/2021 22:56,29.5,2.8746,0,42.247,69.3
228,6/4/2021 23:06,43.5,2.8848,0,42.156,69.3
229,6/4/2021 23:16,59,2.895,0,41.832,69.8
230,6/4/2021 23:26,2.8,2.8491,0,41.74,70.3
231,6/4/2021 23:36,0,2.8491,0,41.832,69.9
232,6/4/2021 23:46,355.2,2.8389,0,41.601,70.2
233,6/4/2021 23:56,286.4,2.8644,0,41.508,69
234,6/5/2021 0:06,286.4,2.8542,0,41.508,69.2
235,6/5/2021 0:16,286.4,2.8593,0,41.043,70.9
236,6/5/2021 0:26,286.4,2.8542,0,40.951,71.5
237,6/5/2021 0:36,286.4,2.8746,0,40.811,71.8
238,6/5/2021 0:46,286.4,2.8644,0,40.532,73.1
239,6/5/2021 0:56,286.4,2.9001,0,40.158,74.1
240,6/5/2021 1:06,286.4,2.9001,0,40.017,74.7
241,6/5/2021 1:16,286.4,2.9001,0,39.97,75.4
242,6/5/2021 1:26,286.4,2.895,0,39.924,75.5
243,6/5/2021 1:36,286.4,2.9154,0,39.596,76.5
244,6/5/2021 1:46,286.4,2.9205,0,39.643,76.5
245,6/5/2021 1:56,286.4,2.9205,0,39.502,76.8
246,6/5/2021 2:06,286.4,2.9205,0,39.313,77.6
247,6/5/2021 2:16,286.4,2.9205,0,39.124,78.1
248,6/5/2021 2:26,286.4,2.9205,0,38.937,78.6
249,6/5/2021 2:36,286.4,2.8695,0,38.937,78.9
250,6/5/2021 2:46,286.4,2.9205,0,39.267,78.1
251,6/5/2021 2:56,286.4,2.8848,0,39.502,77.3
252,6/5/2021 3:06,286.4,2.9205,0,39.407,77.1
253,6/5/2021 3:16,286.4,2.8899,0,39.313,77.6
254,6/5/2021 3:26,286.4,2.8899,0,39.22,78
255,6/5/2021 3:36,234.5,2.9205,0,39.783,76.1
256,6/5/2021 3:46,179.7,2.9205,0,39.877,75.1
257,6/5/2021 3:56,105.3,2.9154,0,39.643,75.4
258,6/5/2021 4:06,105.3,2.9154,0,39.22,77.8
259,6/5/2021 4:16,105.3,2.9154,0,38.606,79.5
260,6/5/2021 4:26,105.3,2.9001,0,38.322,80.7
261,6/5/2021 4:36,105.3,2.9205,0,38.415,80.8
262,6/5/2021 4:46,105.3,2.9205,0,38.557,81.3
263,6/5/2021 4:56,105.3,2.9154,0,38.368,82.1
264,6/5/2021 5:06,105.3,2.8695,0,38.368,81.5
265,6/5/2021 5:16,105.3,2.8644,0,38.511,80.9
266,6/5/2021 5:26,105.3,2.8746,0,38.748,80.4
267,6/5/2021 5:36,105.3,2.8848,0,38.606,81.3
268,6/5/2021 5:46,105.3,2.9205,0,38.653,82.1
269,6/5/2021 5:56,105.3,2.9205,0,38.937,82.1
270,6/5/2021 6:06,105.3,2.9205,0,39.36,81.9
271,6/5/2021 6:16,105.3,2.7523,0,39.69,81.9
272,6/5/2021 6:26,105.3,2.9154,0,40.204,83
273,6/5/2021 6:36,105.3,2.8848,0,40.672,81.8
274,6/5/2021 6:46,105.3,2.8899,0,40.764,81.7
275,6/5/2021 6:56,103.9,2.8899,0,40.811,77.8
276,6/5/2021 7:06,103.9,2.9154,0,41.043,78.5
277,6/5/2021 7:16,103.9,2.8899,0,41.554,77.3
278,6/5/2021 7:26,103.9,2.8848,0,42.57,75.5
279,6/5/2021 7:36,101.1,2.8899,0,43.03,74.3
280,6/5/2021 7:46,94.1,2.9052,0,42.892,73.6
281,6/5/2021 7:56,92.7,2.8033,0,43.122,75.4
282,6/5/2021 8:06,94.1,2.8899,0,43.214,75.6
283,6/5/2021 8:16,94.1,2.8644,0,43.396,75.3
284,6/5/2021 8:26,94.1,2.8695,0,43.763,75.6
285,6/5/2021 8:36,94.1,2.7931,0,43.306,75.3
286,6/5/2021 8:46,98.3,2.8287,0,42.109,76.7
287,6/5/2021 8:56,87,2.8491,0,40.064,79.8
288,6/5/2021 9:06,95.5,2.8491,0,37.56,85.5
289,6/5/2021 9:16,95.5,2.844,0,36.459,89.3
290,6/5/2021 9:26,85.6,2.8593,0,36.41,90.9
291,6/5/2021 9:36,85.6,2.8491,0,35.733,92
292,6/5/2021 9:46,85.6,2.7676,0,34.81,92.5
293,6/5/2021 9:56,85.6,2.8542,0,33.584,92.3
294,6/5/2021 10:06,85.6,2.7931,0,32.99,92.6
295,6/5/2021 10:16,85.6,2.8644,0,32.641,93.4
296,6/5/2021 10:26,85.6,2.6198,0,32.691,94
297,6/5/2021 10:36,85.6,2.8899,0,32.94,94.3
298,6/5/2021 10:46,85.6,2.7727,0,34.713,94.8
299,6/5/2021 10:56,85.6,2.6707,0,37.369,95.3
300,6/5/2021 11:06,85.6,2.8746,0,40.111,95.7
301,6/5/2021 11:16,87,2.8389,0,40.345,95.5
302,6/5/2021 11:26,85.6,2.8186,0,41.09,95.4
303,6/5/2021 11:36,85.6,2.8135,0,40.158,95
304,6/5/2021 11:46,122.1,2.7166,0,40.811,95.1
305,6/5/2021 11:56,202.2,2.8338,0,39.407,94.2
306,6/5/2021 12:06,182.5,2.8389,0,38.842,94.4
307,6/5/2021 12:16,303.2,2.8491,0,40.951,95.2
308,6/5/2021 12:26,181.1,2.8593,0,42.386,95.6
309,6/5/2021 12:36,147.4,2.9205,0,42.525,94.8
310,6/5/2021 12:46,14,2.8338,0,43.351,93.2
311,6/5/2021 12:56,205,2.8644,0,42.247,92.1
312,6/5/2021 13:06,171.3,2.895,0,42.156,91.9
313,6/5/2021 13:16,183.9,2.9001,0,41.043,91.1
314,6/5/2021 13:26,325.7,2.9103,0,42.109,92.3
315,6/5/2021 13:36,314.5,2.9052,0,42.433,90.8
316,6/5/2021 13:46,303.2,2.9766,0,43.671,89.3
317,6/5/2021 13:56,303.2,2.9715,0,44.31,87.8
318,6/5/2021 14:06,324.3,2.9307,0,44.856,85.7
319,6/5/2021 14:16,266.7,2.9256,0,45.669,81.4
320,6/5/2021 14:26,206.4,2.9409,0,44.809,80.3
321,6/5/2021 14:36,151.6,2.895,0,41.601,82.3
322,6/5/2021 14:46,56.2,2.895,0,41.043,86.6
323,6/5/2021 14:56,28.1,2.9205,0,42.341,87
324,6/5/2021 15:06,299,2.9103,0,42.202,83.3
325,6/5/2021 15:16,313.1,2.7931,0,42.247,83.5
326,6/5/2021 15:26,193.7,2.8389,0,42.064,83.6
327,6/5/2021 15:36,160,2.8033,0,41.693,84.8
328,6/5/2021 15:46,94.1,2.8084,0,44.31,84.2
329,6/5/2021 15:56,101.1,2.8287,0,46.346,79.5
330,6/5/2021 16:06,212,2.7523,0,45.896,76.8
331,6/5/2021 16:16,226,2.8287,0,43.306,73.8
332,6/5/2021 16:26,192.3,2.8542,0,39.596,80.3
333,6/5/2021 16:36,182.5,2.8593,0,41.601,85.9
334,6/5/2021 16:46,224.6,2.8593,0,41.416,84.8
335,6/5/2021 16:56,334.1,2.8593,0,42.57,78.9
336,6/5/2021 17:06,256.9,2.7472,0,42.202,74.9
337,6/5/2021 17:16,355.2,2.7676,0,41.878,73.9
338,6/5/2021 17:26,162.9,2.7574,0,43.214,74.3
339,6/5/2021 17:36,210.6,2.7166,0,43.9,71
340,6/5/2021 17:46,175.5,2.8084,0,43.443,68.8
341,6/5/2021 17:56,56.2,2.8084,0,42.109,67.7
342,6/5/2021 18:06,280.8,2.8287,0,41.137,67.6
343,6/5/2021 18:16,271,2.8287,0,41.09,68.5
344,6/5/2021 18:26,231.6,2.8338,0,39.97,68.3
345,6/5/2021 18:36,349.6,2.8389,0,39.596,69.8
346,6/5/2021 18:46,109.5,2.8389,0,39.407,69.8
347,6/5/2021 18:56,292,2.7727,0,39.267,70.2
348,6/5/2021 19:06,282.2,2.7931,0,39.313,70.7
349,6/5/2021 19:16,290.6,2.8033,0,39.22,71.1
350,6/5/2021 19:26,23.9,2.8236,0,38.937,70.8
351,6/5/2021 19:36,322.9,2.8389,0,38.795,70.6
352,6/5/2021 19:46,293.4,2.8542,0,38.511,70.7
353,6/5/2021 19:56,318.7,2.8491,0,38.084,71.8
354,6/5/2021 20:06,287.8,2.895,0,37.656,72.7
355,6/5/2021 20:16,299,2.895,0,37.081,72.9
356,6/5/2021 20:26,237.3,2.9001,0,36.891,73
357,6/5/2021 20:36,205,2.9001,0,36.459,73.6
358,6/5/2021 20:46,252.7,2.895,0,36.169,73.8
359,6/5/2021 20:56,289.2,2.895,0,35.928,73.5
360,6/5/2021 21:06,203.6,2.895,0,35.685,72.5
361,6/5/2021 21:16,258.3,2.895,0,35.685,72.4
362,6/5/2021 21:26,296.2,2.9001,0,35.638,72
363,6/5/2021 21:36,235.9,2.895,0,35.589,71.4
364,6/5/2021 21:46,272.4,2.8899,0,35.589,71.1
365,6/5/2021 21:56,256.9,2.895,0,35.346,71.6
366,6/5/2021 22:06,9.8,2.895,0,35.249,71.9
367,6/5/2021 22:16,251.3,2.895,0,35.006,72
368,6/5/2021 22:26,351,2.9001,0,34.907,73
369,6/5/2021 22:36,308.9,2.9001,0,34.615,74
370,6/5/2021 22:46,47.7,2.895,0,34.419,75.1
371,6/5/2021 22:56,329.9,2.9001,0,34.32,74.9
372,6/5/2021 23:06,318.7,2.9001,0,33.78,76.2
373,6/5/2021 23:16,317.3,2.9001,0,33.928,76.2
374,6/5/2021 23:26,266.7,2.9001,0,33.978,75.4
375,6/5/2021 23:36,182.5,2.9052,0,33.928,75.1
376,6/5/2021 23:46,286.4,2.9052,0,33.78,74.8
377,6/5/2021 23:56,315.9,2.9001,0,33.879,75.4
378,6/6/2021 0:06,108.1,2.9001,0,33.831,75.4
379,6/6/2021 0:16,279.4,2.9052,0,33.633,75.4
380,6/6/2021 0:26,206.4,2.9001,0,33.732,74.5
381,6/6/2021 0:36,219,2.8746,0,33.534,74.3
382,6/6/2021 0:46,85.6,2.8746,0,33.287,74.2
383,6/6/2021 0:56,68.8,2.8746,0,33.237,74.3
384,6/6/2021 1:06,5.6,2.8797,0,33.138,73.6
385,6/6/2021 1:16,85.6,2.8746,0,33.089,72.9
386,6/6/2021 1:26,314.5,2.8746,0,33.237,71.7
387,6/6/2021 1:36,351,2.8746,0,33.039,71.9
388,6/6/2021 1:46,327.1,2.8746,0,32.79,73
389,6/6/2021 1:56,331.3,2.8746,0,32.641,73.3
390,6/6/2021 2:06,160,2.8746,0,32.79,73.4
391,6/6/2021 2:16,172.7,2.8695,0,32.641,73.1
392,6/6/2021 2:26,53.3,2.8695,0,32.592,73.3
393,6/6/2021 2:36,57.6,2.8695,0,32.592,72.3
394,6/6/2021 2:46,275.2,2.8695,0,32.392,72.1
395,6/6/2021 2:56,88.4,2.8644,0,32.243,71.5
396,6/6/2021 3:06,64.6,2.8695,0,31.791,72.5
397,6/6/2021 3:16,64.6,2.8695,0,31.491,73.8
398,6/6/2021 3:26,64.6,2.8644,0,30.783,74.7
399,6/6/2021 3:36,64.6,2.8644,0,29.611,79
400,6/6/2021 3:46,64.6,2.8695,0,28.787,81.7
401,6/6/2021 3:56,64.6,2.8695,0,28.684,83.4
402,6/6/2021 4:06,64.6,2.8644,0,28.476,84.5
403,6/6/2021 4:16,64.6,2.9154,0,28.216,85.7
404,6/6/2021 4:26,64.6,2.9154,0,28.787,85.7
405,6/6/2021 4:36,64.6,2.9154,0,29.097,85.7
406,6/6/2021 4:46,64.6,2.9205,0,29.354,85.2
407,6/6/2021 4:56,64.6,2.9154,0,29.509,85.5
408,6/6/2021 5:06,64.6,2.9205,0,29.662,86.1
409,6/6/2021 5:16,64.6,2.9205,0,29.867,86.1
410,6/6/2021 5:26,64.6,2.9205,0,30.02,86
411,6/6/2021 5:36,64.6,2.9205,0,30.225,85.8
412,6/6/2021 5:46,64.6,2.9205,0,30.376,86
413,6/6/2021 5:56,64.6,2.9205,0,30.632,85.9
414,6/6/2021 6:06,64.6,2.9205,0,31.087,85.8
415,6/6/2021 6:16,64.6,2.9205,0,31.491,83.9
416,6/6/2021 6:26,64.6,2.9205,0,31.791,80.6
417,6/6/2021 6:36,64.6,2.9205,0,32.043,79
418,6/6/2021 6:46,64.6,2.9205,0,32.491,78.4
419,6/6/2021 6:56,64.6,2.9205,0,33.089,78.4
420,6/6/2021 7:06,64.6,2.9205,0,34.027,76
421,6/6/2021 7:16,64.6,2.9154,0,34.565,74
422,6/6/2021 7:26,64.6,2.9154,0,35.103,73.1
423,6/6/2021 7:36,64.6,2.8593,0,35.541,72
424,6/6/2021 7:46,64.6,2.9154,0,35.492,72.7
425,6/6/2021 7:56,64.6,2.9103,0,36.025,71.8
426,6/6/2021 8:06,64.6,2.895,0,36.12,70.5
427,6/6/2021 8:16,64.6,2.8389,0,36.698,70.4
428,6/6/2021 8:26,64.6,2.9052,0,36.842,70.7
429,6/6/2021 8:36,64.6,2.9052,0,36.986,70.4
430,6/6/2021 8:46,64.6,2.9205,0,37.225,70.6
431,6/6/2021 8:56,64.6,2.9256,0,37.13,69.1
432,6/6/2021 9:06,64.6,2.9256,0,37.081,70.2
433,6/6/2021 9:16,64.6,2.9205,0,36.747,70.6
434,6/6/2021 9:26,64.6,2.9205,0,37.13,72
435,6/6/2021 9:36,64.6,2.9205,0,37.942,71.8
436,6/6/2021 9:46,64.6,2.9205,0,38.037,70.5
437,6/6/2021 9:56,64.6,2.8848,0,38.226,69.8
438,6/6/2021 10:06,64.6,2.8848,0,39.078,71.2
