#,"Date Time, GMT-07:00","Voltage, V (LGR S/N: 10538075, SEN S/N: 10519785)","Current, mA (LGR S/N: 10538075, SEN S/N: 10519785)","Rain, in (LGR S/N: 10538075, SEN S/N: 10520352)","Wind Speed, mph (LGR S/N: 10538075, SEN S/N: 10539684)","Gust Speed, mph (LGR S/N: 10538075, SEN S/N: 10539684)","Wind Direction, ø (LGR S/N: 10538075, SEN S/N: 10539775)","Temp, °F (LGR S/N: 10538075, SEN S/N: 10540372)","RH, % (LGR S/N: 10538075, SEN S/N: 10540372)","Solar Radiation, W/m² (LGR S/N: 10538075, SEN S/N: 10545690)"
1,6/3/2021 9:21,-0.2039,0,,0,0,223.2,61.162,55.9,584.4
2,6/3/2021 9:31,-0.2039,0,0,0,0,228.8,62.105,56,179.4
3,6/3/2021 9:41,-0.2039,0,0,0,0,226,63.304,55.2,514.4
4,6/3/2021 9:51,-0.1988,0,0,0,0,297.6,63.946,52.5,799.4
5,6/3/2021 10:01,-0.1988,0,0,0,0,240.1,64.931,48.7,799.4
6,6/3/2021 10:11,-0.1988,0,0,0,0,286.4,66.13,45.3,853.1
7,6/3/2021 10:21,-0.1988,0,0,0,0,263.9,65.959,43.4,878.1
8,6/3/2021 10:31,-0.1988,0,0,0,0,245.7,66.729,44.2,918.1
9,6/3/2021 10:41,-0.1988,0,0,0,0,252.7,66.9,44.7,901.9
10,6/3/2021 10:51,-0.1988,0,0,0,0,285,67.028,45.1,730.6
11,6/3/2021 11:01,-0.1988,0,0,0,0,268.1,67.071,45,551.9
12,6/3/2021 11:11,-0.1988,0,0,0,0,241.5,68.913,44.8,243.1
13,6/3/2021 11:21,-0.1988,0,0,0,0,273.8,66.943,43.7,313.1
14,6/3/2021 11:31,-0.1988,0,0,0,0,276.6,67.372,44.2,273.1
15,6/3/2021 11:41,-0.1988,0,0,0,0,286.4,67.158,41.9,891.9
16,6/3/2021 11:51,-0.1988,0,0,0,0,227.4,68.27,41,854.4
17,6/3/2021 12:01,-0.1988,0,0,0,0,324.3,69.6,39.9,984.4
18,6/3/2021 12:11,-0.1988,0,0,0,0,279.4,70.587,38,1021.9
19,6/3/2021 12:21,-0.1988,0,0,0,0,217.6,70.072,36.5,1066.9
20,6/3/2021 12:31,-0.1988,0,0,0,0,219,68.871,35.8,1130.6
21,6/3/2021 12:41,-0.1988,0,0,0,0,238.7,70.029,36.6,883.1
22,6/3/2021 12:51,-0.1988,0,0,0,0,223.2,70.072,37.3,905.6
23,6/3/2021 13:01,-0.1988,0,0,0,0,279.4,71.06,38.2,596.9
24,6/3/2021 13:11,-0.1988,0,0,0,0,276.6,68.4,37.8,360.6
25,6/3/2021 13:21,-0.1988,0,0,0,0,244.3,66.385,39.2,494.4
26,6/3/2021 13:31,-0.1988,0,0,0,0,255.5,67.586,40.3,413.1
27,6/3/2021 13:41,-0.1988,0,0,0,0,334.1,67.885,40,690.6
28,6/3/2021 13:51,-0.1988,0,0,0,0,320.1,70.459,38.8,603.1
29,6/3/2021 14:01,-0.1988,0,0,0,0,224.6,72.997,37.2,945.6
30,6/3/2021 14:11,-0.1988,0,0,0,0,247.1,75.16,35,1061.9
31,6/3/2021 14:21,-0.1988,0,0,0,0,231.6,70.759,33.7,636.9
32,6/3/2021 14:31,-0.1988,0,0,0,0,254.1,71.661,35.7,438.1
33,6/3/2021 14:41,-0.1988,0,0,0,0,231.6,72.264,35.6,415.6
34,6/3/2021 14:51,-0.1988,0,0,0,0,240.1,70.072,36.3,461.9
35,6/3/2021 15:01,-0.1988,0,0,0,0,259.7,68.356,38.5,406.9
36,6/3/2021 15:11,-0.1988,0,0,0,0,258.3,67.158,40.5,361.9
37,6/3/2021 15:21,-0.1988,0,0,0,0,242.9,66.6,42.1,463.1
38,6/3/2021 15:31,-0.1988,0,0,0,0,308.9,69.985,41.1,773.1
39,6/3/2021 15:41,-0.1988,0,0,0,0,263.9,69.985,40.1,616.9
40,6/3/2021 15:51,-0.1988,0,0,0,0,262.5,70.63,39.8,716.9
41,6/3/2021 16:01,-0.1988,0,0,0,0,176.9,71.146,39.2,889.4
42,6/3/2021 16:11,-0.1988,0,0,0,0,240.1,68.785,39.3,249.4
43,6/3/2021 16:21,-0.1988,0,0,0,0,279.4,65.615,42.3,355.6
44,6/3/2021 16:31,-0.1988,0,0,0,0,244.3,65.316,44.6,213.1
45,6/3/2021 16:41,-0.1988,0,0,0,0,273.8,64.845,45.5,234.4
46,6/3/2021 16:51,-0.1988,0,0,0,0,282.2,64.375,45.6,284.4
47,6/3/2021 17:01,-0.1988,0,0,0,0,338.3,64.117,45.5,198.1
48,6/3/2021 17:11,-0.1988,0,0,0,0,238.7,63.946,45.9,175.6
49,6/3/2021 17:21,-0.1988,0,0,0,0,265.3,63.689,46.2,166.9
50,6/3/2021 17:31,-0.1988,0,0,0,0,290.6,63.176,46.4,123.1
51,6/3/2021 17:41,-0.1988,0,0,0,0,271,62.791,47.1,106.9
52,6/3/2021 17:51,-0.1988,0,0,0,0,271,62.661,47.7,121.9
53,6/3/2021 18:01,-0.1988,0,0,0,0,227.4,62.362,46.4,88.1
54,6/3/2021 18:11,-0.1988,0,0,0,0,217.6,61.977,48.1,74.4
55,6/3/2021 18:21,-0.1988,0,0,0,0,303.2,61.72,48.2,63.1
56,6/3/2021 18:31,-0.1988,0,0,0,0,320.1,61.205,49.1,64.4
57,6/3/2021 18:41,-0.1988,0,0,0,0,300.4,60.604,50.7,59.4
58,6/3/2021 18:51,-0.1988,0,0,0,0,285,60.39,52.7,66.9
59,6/3/2021 19:01,-0.1988,0,0,0,0,293.4,60.174,53.3,104.4
60,6/3/2021 19:11,-0.1988,0,0,0,0,307.5,60.991,52.3,161.9
61,6/3/2021 19:21,-0.1988,0,0,0,0,240.1,60.991,51.6,86.9
62,6/3/2021 19:31,-0.1988,0,0,0,0,224.6,60.346,51.7,86.9
63,6/3/2021 19:41,-0.1988,0,0,0,0,221.8,60.003,51.5,69.4
64,6/3/2021 19:51,-0.1988,0,0,0,0,172.7,59.229,52.5,61.9
65,6/3/2021 20:01,-0.1988,0,0,0,0,311.7,58.626,53.3,36.9
66,6/3/2021 20:11,-0.1988,0,0,0,0,268.1,58.411,54.5,34.4
67,6/3/2021 20:21,-0.1988,0,0,0,0,341.2,57.807,54.4,20.6
68,6/3/2021 20:31,-0.1988,0,0,0,0,4.2,57.204,54.8,11.9
69,6/3/2021 20:41,-0.1988,0,0,0,0,266.7,56.512,55.5,10.6
70,6/3/2021 20:51,-0.1988,0,0,0,0,317.3,56.383,56.1,9.4
71,6/3/2021 21:01,-0.1988,0,0,0,0,278,55.906,56.3,1.9
72,6/3/2021 21:11,-0.1988,0,0,0,0,301.8,55.472,57,0.6
73,6/3/2021 21:21,-0.1988,0,0,0,0,304.7,54.212,57.9,0.6
74,6/3/2021 21:31,-0.1988,0,0,0,0,297.6,54.082,60.3,0.6
75,6/3/2021 21:41,-0.1988,0,0,0,0,299,54.865,58.6,0.6
76,6/3/2021 21:51,-0.1988,0,0,0,0,332.7,54.212,58.2,0.6
77,6/3/2021 22:01,-0.1988,0,0,0,0,299,53.384,59.1,0.6
78,6/3/2021 22:11,-0.1988,0,0,0,0,289.2,52.072,60.7,0.6
79,6/3/2021 22:21,-0.1988,0,0,0,0,289.2,50.797,63.6,0.6
80,6/3/2021 22:31,-0.1988,0,0,0,0,289.2,50.268,65.3,0.6
81,6/3/2021 22:41,-0.1988,0,0,0,0,289.2,49.204,66.7,0.6
82,6/3/2021 22:51,-0.1988,0,0,0,0,289.2,48.672,68.1,0.6
83,6/3/2021 23:01,-0.1988,0,0,0,0,289.2,48.272,69.6,0.6
84,6/3/2021 23:11,-0.1988,0,0,0,0,289.2,47.244,71.3,0.6
85,6/3/2021 23:21,-0.1988,0,0,0,0,271,47.377,72.2,0.6
86,6/3/2021 23:31,-0.1988,0,0,0,0,262.5,47.647,70.4,0.6
87,6/3/2021 23:41,-0.1988,0,0,0,0,262.5,47.647,69.7,0.6
88,6/3/2021 23:51,-0.1988,0,0,0,0,261.1,47.871,68.4,0.6
89,6/4/2021 0:01,-0.1988,0,0,0,0,324.3,48.272,66.3,0.6
90,6/4/2021 0:11,-0.1988,0,0,0,0,335.5,46.841,67.6,0.6
91,6/4/2021 0:21,-0.1988,0,0,0,0,335.5,45.399,70.6,0.6
92,6/4/2021 0:31,-0.1988,0,0,0,0,308.9,49.249,68.7,0.6
93,6/4/2021 0:41,-0.1988,0,0,0,0,287.8,49.338,65.4,0.6
94,6/4/2021 0:51,-0.1988,0,0,0,0,273.8,50.4,66.2,0.6
95,6/4/2021 1:01,-0.1988,0,0,0,0,282.2,49.87,64.3,0.6
96,6/4/2021 1:11,-0.1988,0,0,0,0,283.6,49.116,65.5,0.6
97,6/4/2021 1:21,-0.1988,0,0,0,0,306.1,49.073,65.8,0.6
98,6/4/2021 1:31,-0.1988,0,0,0,0,292,49.028,66.3,0.6
99,6/4/2021 1:41,-0.1988,0,0,0,0,289.2,48.315,68.3,0.6
100,6/4/2021 1:51,-0.1988,0,0,0,0,315.9,48.583,69.1,0.6
101,6/4/2021 2:01,-0.1988,0,0,0,0,318.7,48.137,69.5,0.6
102,6/4/2021 2:11,-0.1988,0,0,0,0,258.3,49.204,70.4,0.6
103,6/4/2021 2:21,-0.1988,0,0,0,0,263.9,48.895,69.7,0.6
104,6/4/2021 2:31,-0.1988,0,0,0,0,268.1,48.672,69.9,0.6
105,6/4/2021 2:41,-0.1988,0,0,0,0,279.4,49.161,68.2,0.6
106,6/4/2021 2:51,-0.1988,0,0,0,0,276.6,48.762,66.6,0.6
107,6/4/2021 3:01,-0.1988,0,0,0,0,282.2,48.405,67.8,0.6
108,6/4/2021 3:11,-0.1988,0,0,0,0,242.9,48.182,66.6,0.6
109,6/4/2021 3:21,-0.1988,0,0,0,0,251.3,46.661,64,0.6
110,6/4/2021 3:31,-0.1988,0,0,0,0,238.7,47.512,60.1,0.6
111,6/4/2021 3:41,-0.1988,0,0,0,0,224.6,44.674,61.6,0.6
112,6/4/2021 3:51,-0.1988,0,0,0,0,224.6,45.354,64.1,0.6
113,6/4/2021 4:01,-0.1988,0,0,0,0,233.1,47.647,56.6,0.6
114,6/4/2021 4:11,-0.1988,0,0,0,0,234.5,47.781,50.8,0.6
115,6/4/2021 4:21,-0.1988,0,0,0,0,287.8,48.315,50,0.6
116,6/4/2021 4:31,-0.1988,0,0,0,0,279.4,47.512,50.6,0.6
117,6/4/2021 4:41,-0.1988,0,0,0,0,254.1,47.064,59.2,0.6
118,6/4/2021 4:51,-0.1988,0,0,0,0,259.7,46.661,60.5,1.9
119,6/4/2021 5:01,-0.1988,0,0,0,0,266.7,45.986,60.1,3.1
120,6/4/2021 5:11,-0.1988,0,0,0,0,244.3,46.211,63,5.6
121,6/4/2021 5:21,-0.1988,0,0,0,0,234.5,46.301,62.2,9.4
122,6/4/2021 5:31,-0.1988,0,0,0,0,234.5,46.211,62.8,13.1
123,6/4/2021 5:41,-0.1988,0,0,0,0,265.3,46.301,62.6,11.9
124,6/4/2021 5:51,-0.1988,0,0,0,0,276.6,45.986,63.4,11.9
125,6/4/2021 6:01,-0.1988,0,0,0,0,234.5,46.256,65.3,13.1
126,6/4/2021 6:11,-0.1988,0,0,0,0,269.6,46.346,63.5,16.9
127,6/4/2021 6:21,-0.1988,0,0,0,0,269.6,46.841,62.3,19.4
128,6/4/2021 6:31,-0.1988,0,0,0,0,251.3,46.526,64.7,25.6
129,6/4/2021 6:41,-0.1988,0,0,0,0,221.8,46.931,66.3,38.1
130,6/4/2021 6:51,-0.1988,0,0,0,0,286.4,47.647,63.1,55.6
131,6/4/2021 7:01,-0.1988,0,0,0,0,285,47.871,62.5,70.6
132,6/4/2021 7:11,-0.1988,0,0,0,0,346.8,47.691,61.8,50.6
133,6/4/2021 7:21,-0.1988,0,0,0,0,332.7,48.049,63.9,58.1
134,6/4/2021 7:31,-0.1988,0,0,0,0,28.1,48.628,64.5,49.4
135,6/4/2021 7:41,-0.1988,0,0,0,0,33.7,48.805,65.4,54.4
136,6/4/2021 7:51,-0.1988,0,0,0,0,262.5,49.338,64.9,120.6
137,6/4/2021 8:01,-0.1988,0,0,0,0,279.4,49.737,64.2,55.6
138,6/4/2021 8:11,-0.1988,0,0,0,0,37.9,50.268,62.1,71.9
139,6/4/2021 8:21,-0.1988,0,0,0,0,331.3,51.062,61.3,60.6
140,6/4/2021 8:31,-0.1988,0,0,0,0,289.2,51.94,58.9,156.9
141,6/4/2021 8:41,-0.1988,0,0,0,0,15.4,53.209,57.8,68.1
142,6/4/2021 8:51,-0.1988,0,0,0,0,5.6,54.212,56.3,64.4
143,6/4/2021 9:01,-0.1988,0,0,0,0,223.2,54.865,54.1,161.9
144,6/4/2021 9:11,-0.1988,0,0,0,0,258.3,55.213,51,79.4
145,6/4/2021 9:21,-0.1988,0,0,0,0,321.5,55.906,48.7,726.9
146,6/4/2021 9:31,-0.1988,0,0,0,0,241.5,56.469,49,146.9
147,6/4/2021 9:41,-0.1988,0,0,0,0,224.6,58.066,48.9,190.6
148,6/4/2021 9:51,-0.1988,0,0,0,0,227.4,56.599,46.4,806.9
149,6/4/2021 10:01,-0.1988,0,0,0,0,244.3,57.031,46,835.6
150,6/4/2021 10:11,-0.1988,0,0,0,0,268.1,59.142,46.2,888.1
151,6/4/2021 10:21,-0.1988,0,0,0,0,210.6,59.702,44.1,896.9
152,6/4/2021 10:31,-0.1988,0,0,0,0,213.4,59.916,42,909.4
153,6/4/2021 10:41,-0.1988,0,0,0,0,205,62.105,42.1,903.1
154,6/4/2021 10:51,-0.1988,0,0,0,0,235.9,61.205,41,830.6
155,6/4/2021 11:01,-0.1988,0,0,0,0,219,60.991,40.7,360.6
156,6/4/2021 11:11,-0.1988,0,0,0,0,228.8,60.69,40.1,209.4
157,6/4/2021 11:21,-0.1988,0,0,0,0,221.8,61.248,40.7,468.1
158,6/4/2021 11:31,-0.1988,0,0,0,0,254.1,60.089,40.3,436.9
159,6/4/2021 11:41,-0.1988,0,0,0,0,228.8,59.916,40.4,493.1
160,6/4/2021 11:51,-0.1988,0,0,0,0,227.4,59.788,41.5,451.9
161,6/4/2021 12:01,-0.1988,0,0,0,0,220.4,62.919,41.1,936.9
162,6/4/2021 12:11,-0.1988,0,0,0,0,242.9,62.577,38.5,1016.9
163,6/4/2021 12:21,-0.1988,0,0,0,0,240.1,63.304,39.1,1106.9
164,6/4/2021 12:31,-0.1988,0,0,0,0,234.5,65.403,37.6,1085.6
165,6/4/2021 12:41,-0.1988,0,0,0,0,209.2,65.658,36.6,768.1
166,6/4/2021 12:51,-0.1988,0,0,0,0,245.7,63.262,36,285.6
167,6/4/2021 13:01,-0.1988,0,0,0,0,244.3,63.433,37.1,1118.1
168,6/4/2021 13:11,-0.1988,0,0,0,0,244.3,64.375,35.3,585.6
169,6/4/2021 13:21,-0.1988,0,0,0,0,248.5,63.99,36,580.6
170,6/4/2021 13:31,-0.1988,0,0,0,0,273.8,65.701,35.4,686.9
171,6/4/2021 13:41,-0.1988,0,0,0,0,214.8,65.745,34.4,635.6
172,6/4/2021 13:51,-0.1988,0,0,0,0,268.1,65.188,33.7,486.9
173,6/4/2021 14:01,-0.1988,0,0,0,0,217.6,64.459,34.3,675.6
174,6/4/2021 14:11,-0.1988,0,0,0,0,279.4,61.376,34.7,414.4
175,6/4/2021 14:21,-0.1988,0,0,0,0,217.6,61.333,37.1,669.4
176,6/4/2021 14:31,-0.1988,0,0,0,0,226,65.359,35,909.4
177,6/4/2021 14:41,-0.1988,0,0,0,0,299,64.033,30.8,775.6
178,6/4/2021 14:51,-0.1988,0,0,0,0,247.1,66.729,30.3,916.9
179,6/4/2021 15:01,-0.1988,0,0,0,0,206.4,67.5,29.3,928.1
180,6/4/2021 15:11,-0.1988,0,0,0,0,285,67.586,27,938.1
181,6/4/2021 15:21,-0.1988,0,0,0,0,227.4,61.934,27.4,359.4
182,6/4/2021 15:31,-0.1988,0,0,0,0,266.7,62.148,28.3,213.1
183,6/4/2021 15:41,-0.1988,0,0,0,0,231.6,60.433,30.5,233.1
184,6/4/2021 15:51,-0.1988,0,0,0,0,285,59.702,31.2,236.9
185,6/4/2021 16:01,-0.1988,0,0,0,0,248.5,60.904,31.9,935.6
186,6/4/2021 16:11,-0.1988,0,0,0,0,214.8,62.834,30.4,225.6
187,6/4/2021 16:21,-0.1988,0,0,0,0,235.9,63.862,31.3,805.6
188,6/4/2021 16:31,-0.1988,0,0,0,0,221.8,63.99,31,640.6
189,6/4/2021 16:41,-0.1988,0,0,0,0,251.3,61.761,32,575.6
190,6/4/2021 16:51,-0.1988,0,0,0,0,271,62.962,32.7,180.6
191,6/4/2021 17:01,-0.1988,0,0,0,0,282.2,64.888,32.2,611.9
192,6/4/2021 17:11,-0.1988,0,0,0,0,231.6,63.262,31.7,521.9
193,6/4/2021 17:21,-0.1988,0,0,0,0,259.7,63.903,33.3,479.4
194,6/4/2021 17:31,-0.1988,0,0,0,0,293.4,61.248,33.6,450.6
195,6/4/2021 17:41,-0.1988,0,0,0,0,308.9,59.616,35.3,474.4
196,6/4/2021 17:51,-0.1988,0,0,0,0,252.7,57.592,37,169.4
197,6/4/2021 18:01,-0.1988,0,0,0,0,315.9,54.082,40.3,98.1
198,6/4/2021 18:11,-0.1988,0,0,0,0,286.4,53.384,43,79.4
199,6/4/2021 18:21,-0.1988,0,0,0,0,306.1,52.817,44.9,90.6
200,6/4/2021 18:31,-0.1988,0,0,0,0,324.3,52.817,45.2,90.6
201,6/4/2021 18:41,-0.1988,0,0,0,0,273.8,52.335,46.2,85.6
202,6/4/2021 18:51,-0.1988,0,0,0,0,296.2,51.984,47.1,56.9
203,6/4/2021 19:01,-0.1988,0,0,0,0,314.5,51.721,48.2,66.9
204,6/4/2021 19:11,-0.1988,0,0,0,0,269.6,51.589,49.2,51.9
205,6/4/2021 19:21,-0.1988,0,0,0,0,306.1,51.017,50,33.1
206,6/4/2021 19:31,-0.1988,0,0,0,0,283.6,50.488,51.2,26.9
207,6/4/2021 19:41,-0.1988,0,0,0,0,290.6,50.223,52,21.9
208,6/4/2021 19:51,-0.1988,0,0,0,0,266.7,49.782,52.3,19.4
209,6/4/2021 20:01,-0.1988,0,0,0,0,314.5,49.161,53.8,14.4
210,6/4/2021 20:11,-0.1988,0,0,0,0,245.7,48.538,55.3,10.6
211,6/4/2021 20:21,-0.1988,0,0,0,0,269.6,47.781,56.6,6.9
212,6/4/2021 20:31,-0.1988,0,0,0,0,226,46.886,57.8,3.1
213,6/4/2021 20:41,-0.1988,0,0,0,0,217.6,46.121,59.4,1.9
214,6/4/2021 20:51,-0.1988,0,0,0,0,285,45.307,61.2,1.9
215,6/4/2021 21:01,-0.1988,0,0,0,0,233.1,44.856,62.8,1.9
216,6/4/2021 21:11,-0.1988,0,0,0,0,241.5,44.31,63.8,0.6
217,6/4/2021 21:21,-0.1988,0,0,0,0,157.2,43.763,64.8,0.6
218,6/4/2021 21:31,-0.1988,0,0,0,0,322.9,43.716,65.6,0.6
219,6/4/2021 21:41,-0.1988,0,0,0,0,0,42.892,66.4,0.6
220,6/4/2021 21:51,-0.1988,0,0,0,0,339.7,43.488,67.1,0.6
221,6/4/2021 22:01,-0.1988,0,0,0,0,268.1,43.351,65.3,0.6
222,6/4/2021 22:11,-0.1988,0,0,0,0,242.9,43.306,64.6,0.6
223,6/4/2021 22:21,-0.1988,0,0,0,0,217.6,43.122,64.6,0.6
224,6/4/2021 22:31,-0.1988,0,0,0,0,147.4,42.525,65.3,0.6
225,6/4/2021 22:41,-0.1988,0,0,0,0,30.9,42.294,66.7,0.6
226,6/4/2021 22:51,-0.1988,0,0,0,0,57.6,41.832,67.6,0.6
227,6/4/2021 23:01,-0.1988,0,0,0,0,244.3,41.554,68.1,0.6
228,6/4/2021 23:11,-0.1988,0,0,0,0,285,41.463,68.3,0.6
229,6/4/2021 23:21,-0.1988,0,0,0,0,294.8,41.369,68.8,0.6
230,6/4/2021 23:31,-0.1988,0,0,0,0,241.5,41.693,68.5,0.6
231,6/4/2021 23:41,-0.1988,0,0,0,0,242.9,41.416,68.1,0.6
232,6/4/2021 23:51,-0.1988,0,0,0,0,249.9,41.322,67.5,0.6
233,6/5/2021 0:01,-0.1988,0,0,0,0,259.7,41.184,67.6,0.6
234,6/5/2021 0:11,-0.1988,0,0,0,0,256.9,40.532,69.3,0.6
235,6/5/2021 0:21,-0.1988,0,0,0,0,256.9,40.438,70.6,0.6
236,6/5/2021 0:31,-0.1988,0,0,0,0,256.9,40.111,70.8,0.6
237,6/5/2021 0:41,-0.1988,0,0,0,0,256.9,40.064,71.5,0.6
238,6/5/2021 0:51,-0.1988,0,0,0,0,256.9,39.549,72.1,0.6
239,6/5/2021 1:01,-0.1988,0,0,0,0,256.9,39.173,73.8,0.6
240,6/5/2021 1:11,-0.1988,0,0,0,0,256.9,39.22,74.9,0.6
241,6/5/2021 1:21,-0.1988,0,0,0,0,256.9,39.124,75,0.6
242,6/5/2021 1:31,-0.1988,0,0,0,0,256.9,39.031,75.9,0.6
243,6/5/2021 1:41,-0.1988,0,0,0,0,256.9,39.36,75.6,0.6
244,6/5/2021 1:51,-0.1988,0,0,0,0,262.5,39.313,75.2,0.6
245,6/5/2021 2:01,-0.1988,0,0,0,0,275.2,38.464,75.7,0.6
246,6/5/2021 2:11,-0.1988,0,0,0,0,275.2,38.7,77.5,0.6
247,6/5/2021 2:21,-0.1988,0,0,0,0,275.2,39.078,76.9,0.6
248,6/5/2021 2:31,-0.1988,0,0,0,0,275.2,38.795,76.9,0.6
249,6/5/2021 2:41,-0.1988,0,0,0,0,273.8,39.313,76.8,0.6
250,6/5/2021 2:51,-0.1988,0,0,0,0,259.7,39.783,75.7,0.6
251,6/5/2021 3:01,-0.1988,0,0,0,0,252.7,39.502,74.7,0.6
252,6/5/2021 3:11,-0.1988,0,0,0,0,252.7,38.937,76.2,0.6
253,6/5/2021 3:21,-0.1988,0,0,0,0,258.3,39.078,76.6,0.6
254,6/5/2021 3:31,-0.1988,0,0,0,0,255.5,39.549,75.7,0.6
255,6/5/2021 3:41,-0.1988,0,0,0,0,221.8,39.407,74.4,0.6
256,6/5/2021 3:51,-0.1988,0,0,0,0,216.2,39.783,73.7,0.6
257,6/5/2021 4:01,-0.1988,0,0,0,0,217.6,39.031,74.4,0.6
258,6/5/2021 4:11,-0.1988,0,0,0,0,217.6,37.942,77.3,0.6
259,6/5/2021 4:21,-0.1988,0,0,0,0,217.6,38.226,78.6,0.6
260,6/5/2021 4:31,-0.1988,0,0,0,0,217.6,38.226,79,0.6
261,6/5/2021 4:41,-0.1988,0,0,0,0,217.6,38.415,78.9,0.6
262,6/5/2021 4:51,-0.1988,0,0,0,0,217.6,38.084,79.9,0.6
263,6/5/2021 5:01,-0.1988,0,0,0,0,217.6,38.653,79,1.9
264,6/5/2021 5:11,-0.1988,0,0,0,0,217.6,38.653,78.2,6.9
265,6/5/2021 5:21,-0.1988,0,0,0,0,217.6,38.606,78,15.6
266,6/5/2021 5:31,-0.1988,0,0,0,0,217.6,38.179,79.1,21.9
267,6/5/2021 5:41,-0.1988,0,0,0,0,217.6,38.131,80.4,35.6
268,6/5/2021 5:51,-0.1988,0,0,0,0,217.6,38.748,80.1,44.4
269,6/5/2021 6:01,-0.1988,0,0,0,0,217.6,39.22,79.3,46.9
270,6/5/2021 6:11,-0.1988,0,0,0,0,217.6,39.83,77.6,58.1
271,6/5/2021 6:21,-0.1988,0,0,0,0,217.6,40.438,77.4,73.1
272,6/5/2021 6:31,-0.1988,0,0,0,0,217.6,41.369,76.1,81.9
273,6/5/2021 6:41,-0.1988,0,0,0,0,217.6,41.184,76.3,61.9
274,6/5/2021 6:51,-0.1988,0,0,0,0,219,41.369,74.7,65.6
275,6/5/2021 7:01,-0.1988,0,0,0,0,220.4,41.648,73.5,93.1
276,6/5/2021 7:11,-0.1988,0,0,0,0,220.4,42.247,73.8,89.4
277,6/5/2021 7:21,-0.1988,0,0,0,0,228.8,43.167,71.6,144.4
278,6/5/2021 7:31,-0.1988,0,0,0,0,280.8,43.716,69.9,140.6
279,6/5/2021 7:41,-0.1988,0,0,0,0,247.1,43.808,69.2,139.4
280,6/5/2021 7:51,-0.1988,0,0,0,0,271,43.945,71,178.1
281,6/5/2021 8:01,-0.1988,0,0,0,0,292,43.716,71.6,184.4
282,6/5/2021 8:11,-0.1988,0,0,0,0,301.8,43.624,72.5,234.4
283,6/5/2021 8:21,-0.1988,0,0,0,0,294.8,43.99,71.9,179.4
284,6/5/2021 8:31,-0.1988,0,0,0,0,278,43.488,71.9,213.1
285,6/5/2021 8:41,-0.1988,0,0,0,0,296.2,42.616,73.3,70.6
286,6/5/2021 8:51,-0.1988,0,0,0,0,293.4,39.877,76.7,44.4
287,6/5/2021 9:01,-0.1988,0,0.008,0,0,315.9,37.513,81.8,30.6
288,6/5/2021 9:11,-0.1988,0,0.024,0,0,228.8,35.782,86.7,28.1
289,6/5/2021 9:21,-0.1988,0,0.031,0,0,268.1,35.685,88.7,21.9
290,6/5/2021 9:31,-0.1988,0,0.031,0,0,271,35.298,89.9,39.4
291,6/5/2021 9:41,-0.1988,0,0.031,0,0,271,34.761,89.9,39.4
292,6/5/2021 9:51,-0.1988,0,0.008,0,0,269.6,33.039,90.6,20.6
293,6/5/2021 10:01,-0.1988,0,0,0,0,268.1,32.742,91.5,20.6
294,6/5/2021 10:11,-0.1988,0,0.008,0,0,230.2,32.542,92.2,14.4
295,6/5/2021 10:21,-0.1988,0,0,0,0,192.3,32.592,92.5,23.1
296,6/5/2021 10:31,-0.1988,0,0,0,0,192.3,32.891,92.6,46.9
297,6/5/2021 10:41,-0.1988,0,0,0,0,192.3,35.2,92.6,315.6
298,6/5/2021 10:51,-0.1988,0,0,0,0,192.3,38.653,92,706.9
299,6/5/2021 11:01,-0.1988,0,0.039,0,0,256.9,40.345,89.7,509.4
300,6/5/2021 11:11,-0.1988,0,0.134,0,0,196.5,42.202,90.1,461.9
301,6/5/2021 11:21,-0.1988,0,0.031,0,0,193.7,41.184,89.7,540.6
302,6/5/2021 11:31,-0.1988,0,0,0,0,210.6,40.251,89.6,251.9
303,6/5/2021 11:41,-0.1988,0,0,0,0,227.4,41.97,89,283.1
304,6/5/2021 11:51,-0.1988,0,0,0,0,268.1,39.69,88.3,279.4
305,6/5/2021 12:01,-0.1988,0,0,0,0,241.5,39.22,89.6,264.4
306,6/5/2021 12:11,-0.1988,0,0,0,0,247.1,39.596,91.2,781.9
307,6/5/2021 12:21,-0.1988,0,0,0,0,216.2,41.925,91.1,655.6
308,6/5/2021 12:31,-0.1988,0,0,0,0,238.7,42.892,89.3,1209.4
309,6/5/2021 12:41,-0.1988,0,0,0,0,237.3,43.579,86.9,760.6
310,6/5/2021 12:51,-0.1988,0,0,0,0,248.5,43.488,84.3,793.1
311,6/5/2021 13:01,-0.1988,0,0,0,0,217.6,43.075,83.8,461.9
312,6/5/2021 13:11,-0.1988,0,0,0,0,231.6,41.508,82.4,521.9
313,6/5/2021 13:21,-0.1988,0,0,0,0,249.9,43.351,83.8,459.4
314,6/5/2021 13:31,-0.1988,0,0,0,0,259.7,44.037,82,690.6
315,6/5/2021 13:41,-0.1988,0,0,0,0,226,44.946,79.1,573.1
316,6/5/2021 13:51,-0.1988,0,0,0,0,230.2,46.796,76.8,1276.9
317,6/5/2021 14:01,-0.1988,0,0,0,0,255.5,44.582,74.7,1009.4
318,6/5/2021 14:11,-0.1988,0,0,0,0,242.9,47.154,71.8,1241.9
319,6/5/2021 14:21,-0.1988,0,0,0,0,255.5,45.534,69.5,441.9
320,6/5/2021 14:31,-0.1988,0,0.008,0,0,234.5,42.755,70.6,156.9
